battery_sn,data_date,q,dischar_sum,soh_bms,soh_v1,cal_soh_v2,is_abnormal,vol_diff,soc_diff,battery_type,soh_fit,health_level,group_size,cal_soh_v2_rank,remaining_km
0PFBBDB2A005,20250614,460,202331.4,98.0,91.22,,,,,,,,,,
0PFBBDB2A016,20250614,460,116656.1,98.0,94.04,,,,,,,,,,
0PFBBDB3A004,20250614,460,160168.7,98.0,239.62,,,,,,,,,,
0PFBBDB4A003,20250614,460,189878.1,98.0,93.14,,,,,,,,,,
0PFBBDB4A006,20250614,460,136383.4,98.0,92.97,,,,,,,,,,
0PFBBDB4A010,20250614,460,187169.3,98.0,106.8,,,,,,,,,,
0PFBBDB5A010,20250614,460,138470.8,98.0,93.6,,,,,,,,,,
0PFBBDB5A012,20250614,460,112122.4,98.0,,,,,,,,,,,
0PFBBDB9A003,20250614,460,135509.6,98.0,92.8,,,,,,,,,,
0PFBBDB9A008,20250614,460,,,97.93,,,,,,,,,,
0PFBBDB9A013,20250614,460,131049.4,94.0,,,,,,,,,,,
0PFBBDBBA002,20250614,460,330983.0,96.0,,,,,,,,,,,
0PFBBDBCA018,20250614,460,141375.0,98.0,,,,,,,,,,,
0PFBBDBEA031,20250614,460,194385.2,98.0,88.75,,,,,,,,,,
0PFBBDBEA040,20250614,460,113642.0,98.0,93.54,,,,,,,,,,
0PFBBDBFA001,20250614,460,72578.7,99.0,95.97,,,,,,,,,,
0PFBBDBJA013,20250614,460,217415.3,98.0,91.19,,,,,,,,,,
0PFBBDBSA057,20250614,460,99999.4,99.0,96.3,,,,,,,,,,
0PFBBDBVA006,20250614,460,229573.8,98.0,91.07,,,,,,,,,,
0PFBBDBXA010,20250614,460,285625.5,96.0,,,,,,,,,,,
0PFBBDBYA036,20250614,460,270651.0,97.0,87.07,,,,,,,,,,
0PFBBDC7A024,20250614,460,158536.6,98.0,,,,,,,,,,,
0PFBBDC7A029,20250614,460,61342.5,99.0,96.19,,,,,,,,,,
0PFBBDCBA011,20250614,460,199822.9,98.0,91.94,,,,,,,,,,
0PFBBDCBA013,20250614,460,,,,,,,,,,,,,
0PFBBDCCA021,20250614,460,193545.5,98.0,92.14,,,,,,,,,,
0PFBBDCGA034,20250614,460,127630.4,98.0,,,,,,,,,,,
0PFBBDCMA013,20250614,460,305698.7,96.0,88.19,,,,,,,,,,
0PFBBDCNA002,20250614,460,224687.8,98.0,,,,,,,,,,,
0PFBBDCNA020,20250614,460,238762.9,97.0,,,,,,,,,,,
0PFBBDCNA022,20250614,460,242735.6,97.0,88.92,,,,,,,,,,
0PFBBDCNA025,20250614,460,228803.3,98.0,91.47,,,,,,,,,,
0PFBBDCNA038,20250614,460,220323.5,98.0,,,,,,,,,,,
0PFBBDCVA010,20250614,460,116289.1,98.0,93.37,,,,,,,,,,
0PFPBDCEA062,20250614,460,245858.5,91.0,90.47,,,,,,,,,,
0PFPBDCEA064,20250614,460,240250.1,91.0,89.93,,,,,,,,,,
0PFPBDCEA069,20250614,460,275415.5,90.0,89.1,,,,,,,,,,
0PFPBDCEA071,20250614,460,232633.1,98.0,90.38,,,,,,,,,,
0PFPBDCEA072,20250614,460,252476.3,92.0,90.97,,,,,,,,,,
0PFPBE13A006,20250614,460,258712.5,97.0,,,,,,,,,,,
0PFPBE19A008,20250614,460,232424.2,97.0,,,,,,,,,,,
0PFPBE2SA004,20250614,460,117808.4,98.0,,,,,,,,,,,
0PFPBE31A020,20250614,460,56083.2,99.0,,,,,,,,,,,
0PFPBE38A026,20250614,460,130631.1,98.0,92.0,,,,,,,,,,
0PFPBE3CA002,20250614,460,127598.0,98.0,,,,,,,,,,,
0PFPBE3CA004,20250614,460,191952.3,98.0,93.93,,,,,,,,,,
0PFPBE3CA005,20250614,460,194626.5,98.0,,,,,,,,,,,
0PFPBE4EA002,20250614,460,187089.9,98.0,92.21,,,,,,,,,,
0PFPBE73A032,20250614,460,49776.6,99.0,,,,,,,,,,,
0PFPBE9TA002,20250614,460,86390.3,98.0,,,,,,,,,,,
0PFBBD9CA001,20250615,460,138719.7,98.0,,,,,,,,,,,
0PFBBD9HA002,20250615,460,125929.2,93.0,,,,,,,,,,,
0PFBBD9NA006,20250615,460,242039.4,91.0,88.17,,,,,,,,,,
0PFBBD9SA003,20250615,460,141091.1,98.0,93.49,,,,,,,,,,
0PFBBDA7A003,20250615,460,258420.4,98.0,90.27,,,,,,,,,,
0PFBBDA8A001,20250615,460,231379.6,98.0,91.77,,,,,,,,,,
0PFBBDACA002,20250615,460,232862.4,91.0,91.34,,,,,,,,,,
0PFBBDACA003,20250615,460,250782.0,97.0,91.19,,,,,,,,,,
0PFBBDAFA011,20250615,460,309483.2,97.0,90.75,,,,,,,,,,
0PFBBDAGA004,20250615,460,235018.8,98.0,90.12,,,,,,,,,,
0PFBBDAHA001,20250615,460,168286.5,98.0,,,,,,,,,,,
0PFBBDAJA014,20250615,460,160774.5,98.0,,,,,,,,,,,
0PFBBDAKA008,20250615,460,118400.4,98.0,94.09,,,,,,,,,,
0PFBBDAKA010,20250615,460,303704.4,90.0,89.26,,,,,,,,,,
0PFBBDARA005,20250615,460,217506.6,98.0,87.77,,,,,,,,,,
0PFBBDARA006,20250615,460,279520.6,96.0,,,,,,,,,,,
0PFBBDARA008,20250615,460,294174.5,96.0,89.23,,,,,,,,,,
0PFBBDATA005,20250615,460,194933.8,98.0,90.96,,,,,,,,,,
0PFBBDATA011,20250615,460,17099.0,100.0,,,,,,,,,,,
0PFBBDB1A008,20250615,460,312337.6,96.0,88.78,,,,,,,,,,
0PFBBDB1A019,20250615,460,246341.9,97.0,89.94,,,,,,,,,,
0PFBBDB2A005,20250615,460,202872.8,98.0,89.9,,,,,,,,,,
0PFBBDB2A016,20250615,460,117435.8,98.0,92.91,,,,,,,,,,
0PFBBDB3A004,20250615,460,160604.5,98.0,92.78,,,,,,,,,,
0PFBBDB4A003,20250615,460,190437.8,98.0,91.16,,,,,,,,,,
0PFBBDB4A006,20250615,460,137180.7,98.0,92.58,,,,,,,,,,
0PFBBDB4A010,20250615,460,187757.4,98.0,91.17,,,,,,,,,,
0PFBBDB5A010,20250615,460,139393.9,98.0,93.29,,,,,,,,,,
0PFBBDB5A012,20250615,460,112122.4,98.0,,,,,,,,,,,
0PFBBDB9A003,20250615,460,136162.4,98.0,92.78,,,,,,,,,,
0PFBBDB9A008,20250615,460,,,98.42,,,,,,,,,,
0PFBBDB9A013,20250615,460,131049.4,94.0,,,,,,,,,,,
0PFBBDBBA002,20250615,460,331924.6,96.0,,,,,,,,,,,
0PFBBDBCA018,20250615,460,141457.0,98.0,,,,,,,,,,,
0PFBBDBEA031,20250615,460,194684.5,98.0,91.48,,,,,,,,,,
0PFBBDBEA040,20250615,460,113642.6,98.0,,,,,,,,,,,
0PFBBDBFA001,20250615,460,72884.2,99.0,97.45,,,,,,,,,,
0PFBBDBJA013,20250615,460,217459.0,98.0,91.59,,,,,,,,,,
0PFBBDBSA057,20250615,460,99999.4,99.0,95.36,,,,,,,,,,
0PFBBDBVA006,20250615,460,229881.9,98.0,,,,,,,,,,,
0PFBBDBXA010,20250615,460,285625.5,96.0,,,,,,,,,,,
0PFBBDBYA036,20250615,460,271247.1,97.0,,,,,,,,,,,
0PFBBDC7A024,20250615,460,159338.0,98.0,91.33,,,,,,,,,,
0PFBBDC7A029,20250615,460,61538.5,99.0,95.57,,,,,,,,,,
0PFBBDCBA011,20250615,460,200704.8,98.0,90.98,,,,,,,,,,
0PFBBDCBA013,20250615,460,,,,,,,,,,,,,
0PFBBDCCA021,20250615,460,194542.3,98.0,,,,,,,,,,,
0PFBBDCGA034,20250615,460,127851.9,98.0,91.84,,,,,,,,,,
0PFBBDCMA013,20250615,460,306368.7,96.0,89.52,,,,,,,,,,
0PFBBDCNA002,20250615,460,225020.3,98.0,,,,,,,,,,,
0PFBBDCNA020,20250615,460,239710.1,97.0,90.74,,,,,,,,,,
0PFBBDCNA022,20250615,460,242735.6,97.0,,,,,,,,,,,
0PFBBDCNA025,20250615,460,228803.3,98.0,,,,,,,,,,,
0PFBBDCNA038,20250615,460,220792.1,98.0,,,,,,,,,,,
0PFBBDCVA010,20250615,460,116468.7,98.0,,,,,,,,,,,
0PFPBDCEA062,20250615,460,246457.5,91.0,,,,,,,,,,,
0PFPBDCEA064,20250615,460,240394.0,91.0,,,,,,,,,,,
0PFPBDCEA069,20250615,460,275878.6,90.0,,,,,,,,,,,
0PFPBDCEA071,20250615,460,233349.1,98.0,90.41,,,,,,,,,,
0PFPBDCEA072,20250615,460,253480.8,92.0,89.16,,,,,,,,,,
0PFPBE13A006,20250615,460,258963.3,97.0,,,,,,,,,,,
0PFPBE19A008,20250615,460,233235.8,97.0,90.18,,,,,,,,,,
0PFPBE2SA004,20250615,460,118036.5,98.0,,,,,,,,,,,
0PFPBE31A020,20250615,460,56251.3,99.0,,,,,,,,,,,
0PFPBE38A026,20250615,460,131288.1,98.0,92.65,,,,,,,,,,
0PFPBE3CA002,20250615,460,127787.8,98.0,,,,,,,,,,,
0PFPBE3CA004,20250615,460,193102.8,98.0,,,,,,,,,,,
0PFPBE3CA005,20250615,460,195421.7,98.0,90.78,,,,,,,,,,
0PFPBE4EA002,20250615,460,187829.9,98.0,,,,,,,,,,,
0PFPBE73A032,20250615,460,49842.5,99.0,,,,,,,,,,,
0PFPBE9TA002,20250615,460,86736.1,98.0,,,,,,,,,,,
0PFBBD9CA001,20250616,460,139290.7,98.0,93.12,,,,,,,,,,
0PFBBD9HA002,20250616,460,126233.0,93.0,,,,,,,,,,,
0PFBBD9NA006,20250616,460,242084.2,91.0,,,,,,,,,,,
0PFBBD9SA003,20250616,460,141798.1,98.0,93.4,,,,,,,,,,
0PFBBDA0A040,20250616,460,8700.3,99.0,96.5,,,,,,,,,,
0PFBBDA7A003,20250616,460,259468.7,98.0,89.85,,,,,,,,,,
0PFBBDA8A001,20250616,460,232264.8,98.0,91.51,,,,,,,,,,
0PFBBDACA002,20250616,460,233958.0,91.0,91.03,,,,,,,,,,
0PFBBDACA003,20250616,460,251140.2,97.0,91.17,,,,,,,,,,
0PFBBDAFA011,20250616,460,310561.4,97.0,89.6,,,,,,,,,,
0PFBBDAGA004,20250616,460,235264.7,98.0,,,,,,,,,,,
0PFBBDAHA001,20250616,460,168423.2,98.0,91.35,,,,,,,,,,
0PFBBDAJA014,20250616,460,160978.6,98.0,,,,,,,,,,,
0PFBBDAKA008,20250616,460,118785.0,98.0,,,,,,,,,,,
0PFBBDAKA010,20250616,460,303704.4,90.0,,,,,,,,,,,
0PFBBDARA005,20250616,460,217892.1,98.0,87.07,,,,,,,,,,
0PFBBDARA006,20250616,460,280260.2,96.0,,,,,,,,,,,
0PFBBDARA008,20250616,460,294338.1,96.0,,,,,,,,,,,
0PFBBDATA005,20250616,460,195746.2,98.0,92.03,,,,,,,,,,
0PFBBDATA011,20250616,460,17644.7,100.0,97.21,,,,,,,,,,
0PFBBDB1A008,20250616,460,312939.9,96.0,90.0,,,,,,,,,,
0PFBBDB1A019,20250616,460,246341.9,97.0,,,,,,,,,,,
0PFBBDB2A005,20250616,460,203224.3,98.0,,,,,,,,,,,
0PFBBDB2A016,20250616,460,117960.9,98.0,92.55,,,,,,,,,,
0PFBBDB3A004,20250616,460,161334.6,98.0,92.84,,,,,,,,,,
0PFBBDB4A003,20250616,460,191088.0,98.0,92.7,,,,,,,,,,
0PFBBDB4A006,20250616,460,137914.6,98.0,92.22,,,,,,,,,,
0PFBBDB4A010,20250616,460,188349.1,98.0,92.19,,,,,,,,,,
0PFBBDB5A010,20250616,460,140081.7,98.0,93.27,,,,,,,,,,
0PFBBDB5A012,20250616,460,112122.4,98.0,,,,,,,,,,,
0PFBBDB9A003,20250616,460,137027.7,98.0,93.01,,,,,,,,,,
0PFBBDB9A008,20250616,460,,,99.3,,,,,,,,,,
0PFBBDB9A013,20250616,460,131485.9,94.0,,,,,,,,,,,
0PFBBDBBA002,20250616,460,332949.4,96.0,89.14,,,,,,,,,,
0PFBBDBCA018,20250616,460,141506.9,98.0,,,,,,,,,,,
0PFBBDBEA031,20250616,460,195279.4,98.0,,,,,,,,,,,
0PFBBDBEA040,20250616,460,113643.2,98.0,,,,,,,,,,,
0PFBBDBFA001,20250616,460,73304.7,99.0,,,,,,,,,,,
0PFBBDBJA013,20250616,460,217648.6,98.0,,,,,,,,,,,
0PFBBDBSA057,20250616,460,99999.4,99.0,,,,,,,,,,,
0PFBBDBVA006,20250616,460,230330.4,97.0,,,,,,,,,,,
0PFBBDBXA010,20250616,460,285626.1,96.0,,,,,,,,,,,
0PFBBDBYA036,20250616,460,272145.4,97.0,89.32,,,,,,,,,,
0PFBBDC7A024,20250616,460,159570.4,98.0,92.83,,,,,,,,,,
0PFBBDC7A029,20250616,460,61789.6,99.0,94.37,,,,,,,,,,
0PFBBDCBA011,20250616,460,201409.3,98.0,91.95,,,,,,,,,,
0PFBBDCBA013,20250616,460,,,,,,,,,,,,,
0PFBBDCCA021,20250616,460,194994.4,98.0,,,,,,,,,,,
0PFBBDCGA034,20250616,460,128184.2,98.0,,,,,,,,,,,
0PFBBDCMA013,20250616,460,307140.5,96.0,89.44,,,,,,,,,,
0PFBBDCNA002,20250616,460,225353.1,98.0,,,,,,,,,,,
0PFBBDCNA020,20250616,460,240624.4,97.0,90.8,,,,,,,,,,
0PFBBDCNA022,20250616,460,242735.6,97.0,,,,,,,,,,,
0PFBBDCNA025,20250616,460,229129.6,97.0,,,,,,,,,,,
0PFBBDCNA038,20250616,460,221242.9,98.0,,,,,,,,,,,
0PFBBDCVA010,20250616,460,116814.3,98.0,92.86,,,,,,,,,,
0PFPBDCEA062,20250616,460,247014.1,91.0,92.33,,,,,,,,,,
0PFPBDCEA064,20250616,460,240508.8,91.0,,,,,,,,,,,
0PFPBDCEA069,20250616,460,276566.4,90.0,89.42,,,,,,,,,,
0PFPBDCEA071,20250616,460,233649.6,98.0,,,,,,,,,,,
0PFPBDCEA072,20250616,460,254413.0,92.0,90.88,,,,,,,,,,
0PFPBE13A006,20250616,460,259994.0,97.0,90.84,,,,,,,,,,
0PFPBE19A008,20250616,460,233545.4,97.0,,,,,,,,,,,
0PFPBE2SA004,20250616,460,118509.6,98.0,91.7,,,,,,,,,,
0PFPBE31A020,20250616,460,56645.5,99.0,,,,,,,,,,,
0PFPBE38A026,20250616,460,131619.1,98.0,91.87,,,,,,,,,,
0PFPBE3CA002,20250616,460,127969.3,98.0,,,,,,,,,,,
0PFPBE3CA004,20250616,460,194130.9,98.0,,,,,,,,,,,
0PFPBE3CA005,20250616,460,195421.7,98.0,,,,,,,,,,,
0PFPBE4EA002,20250616,460,188580.4,98.0,91.14,,,,,,,,,,
0PFPBE73A032,20250616,460,50006.9,99.0,,,,,,,,,,,
0PFPBE9TA002,20250616,460,87125.4,98.0,92.69,,,,,,,,,,
0PFBBD9CA001,20250617,460,140158.2,98.0,92.49,,,,,,,,,,
0PFBBD9HA002,20250617,460,126556.0,93.0,90.31,,,,,,,,,,
0PFBBD9NA006,20250617,460,242453.6,91.0,,,,,,,,,,,
0PFBBD9SA003,20250617,460,142164.1,98.0,93.42,,,,,,,,,,
0PFBBDA0A040,20250617,460,9319.7,99.0,97.94,,,,,,,,,,
0PFBBDA7A003,20250617,460,259468.7,98.0,90.63,,,,,,,,,,
0PFBBDA8A001,20250617,460,232338.5,98.0,,,,,,,,,,,
0PFBBDACA002,20250617,460,234054.6,91.0,88.93,,,,,,,,,,
0PFBBDACA003,20250617,460,251585.8,97.0,,,,,,,,,,,
0PFBBDAFA011,20250617,460,311027.9,97.0,,,,,,,,,,,
0PFBBDAGA004,20250617,460,235265.9,98.0,,,,,,,,,,,
0PFBBDAHA001,20250617,460,168876.0,98.0,91.39,,,,,,,,,,
0PFBBDAJA014,20250617,460,161587.5,98.0,,,,,,,,,,,
0PFBBDAKA008,20250617,460,119416.7,98.0,93.88,,,,,,,,,,
0PFBBDAKA010,20250617,460,303815.3,90.0,,,,,,,,,,,
0PFBBDARA005,20250617,460,218407.8,98.0,88.55,,,,,,,,,,
0PFBBDARA006,20250617,460,280503.3,96.0,88.93,,,,,,,,,,
0PFBBDARA008,20250617,460,294338.1,96.0,,,,,,,,,,,
0PFBBDATA005,20250617,460,196622.9,98.0,90.14,,,,,,,,,,
0PFBBDATA011,20250617,460,18288.5,100.0,,,,,,,,,,,
0PFBBDB1A008,20250617,460,314099.2,96.0,87.76,,,,,,,,,,
0PFBBDB1A019,20250617,460,246366.4,97.0,,,,,,,,,,,
0PFBBDB2A005,20250617,460,203729.2,98.0,91.54,,,,,,,,,,
0PFBBDB2A016,20250617,460,118227.3,98.0,91.47,,,,,,,,,,
0PFBBDB3A004,20250617,460,161954.9,98.0,91.42,,,,,,,,,,
0PFBBDB4A003,20250617,460,191843.5,98.0,91.68,,,,,,,,,,
0PFBBDB4A006,20250617,460,138191.7,98.0,93.57,,,,,,,,,,
0PFBBDB4A010,20250617,460,188895.1,98.0,90.46,,,,,,,,,,
0PFBBDB5A010,20250617,460,140722.7,98.0,123.98,,,,,,,,,,
0PFBBDB5A012,20250617,460,112122.4,98.0,,,,,,,,,,,
0PFBBDB9A003,20250617,460,137877.8,98.0,94.15,,,,,,,,,,
0PFBBDB9A008,20250617,460,,,98.94,,,,,,,,,,
0PFBBDB9A013,20250617,460,132200.7,94.0,91.97,,,,,,,,,,
0PFBBDBBA002,20250617,460,333986.1,96.0,89.65,,,,,,,,,,
0PFBBDBCA018,20250617,460,141688.6,98.0,,,,,,,,,,,
0PFBBDBEA031,20250617,460,195771.6,98.0,89.82,,,,,,,,,,
0PFBBDBEA040,20250617,460,113643.2,98.0,,,,,,,,,,,
0PFBBDBFA001,20250617,460,73711.6,99.0,96.86,,,,,,,,,,
0PFBBDBJA013,20250617,460,217648.6,98.0,,,,,,,,,,,
0PFBBDBSA057,20250617,460,100891.0,99.0,,,,,,,,,,,
0PFBBDBVA006,20250617,460,230696.7,97.0,,,,,,,,,,,
0PFBBDBXA010,20250617,460,286439.0,96.0,,,,,,,,,,,
0PFBBDBYA036,20250617,460,273068.6,97.0,90.03,,,,,,,,,,
0PFBBDC7A024,20250617,460,159622.4,98.0,,,,,,,,,,,
0PFBBDC7A029,20250617,460,62128.7,99.0,95.4,,,,,,,,,,
0PFBBDCBA011,20250617,460,201899.5,98.0,,,,,,,,,,,
0PFBBDCBA013,20250617,460,,,,,,,,,,,,,
0PFBBDCCA021,20250617,460,195480.1,98.0,90.28,,,,,,,,,,
0PFBBDCGA034,20250617,460,128387.0,98.0,,,,,,,,,,,
0PFBBDCMA013,20250617,460,307817.3,96.0,89.12,,,,,,,,,,
0PFBBDCNA002,20250617,460,225768.4,98.0,,,,,,,,,,,
0PFBBDCNA020,20250617,460,240624.4,97.0,114.18,,,,,,,,,,
0PFBBDCNA022,20250617,460,242735.6,97.0,,,,,,,,,,,
0PFBBDCNA025,20250617,460,229811.2,97.0,,,,,,,,,,,
0PFBBDCNA038,20250617,460,221577.8,98.0,,,,,,,,,,,
0PFBBDCVA010,20250617,460,117099.3,98.0,92.88,,,,,,,,,,
0PFPBDCEA062,20250617,460,247878.5,91.0,91.39,,,,,,,,,,
0PFPBDCEA064,20250617,460,240755.3,91.0,,,,,,,,,,,
0PFPBDCEA069,20250617,460,276843.8,90.0,,,,,,,,,,,
0PFPBDCEA071,20250617,460,233776.6,98.0,,,,,,,,,,,
0PFPBDCEA072,20250617,460,254554.4,92.0,,,,,,,,,,,
0PFPBE13A006,20250617,460,259994.0,97.0,,,,,,,,,,,
0PFPBE19A008,20250617,460,234355.4,97.0,90.23,,,,,,,,,,
0PFPBE2SA004,20250617,460,118789.7,98.0,93.27,,,,,,,,,,
0PFPBE31A020,20250617,460,56944.1,99.0,,,,,,,,,,,
0PFPBE38A026,20250617,460,131933.7,98.0,92.88,,,,,,,,,,
0PFPBE3CA002,20250617,460,128630.1,98.0,,,,,,,,,,,
0PFPBE3CA004,20250617,460,195073.6,98.0,90.75,,,,,,,,,,
0PFPBE3CA005,20250617,460,195421.7,98.0,,,,,,,,,,,
0PFPBE4EA002,20250617,460,189081.6,98.0,91.23,,,,,,,,,,
0PFPBE73A032,20250617,460,50198.2,99.0,,,,,,,,,,,
0PFPBE9TA002,20250617,460,87511.1,98.0,93.42,,,,,,,,,,
0PFBBD9CA001,20250725,460,160817.7,98.0,93.34,,,,,,,,,,
0PFBBD9HA002,20250725,460,139023.7,93.0,,,,,,,,,,,
0PFBBD9NA006,20250725,460,253270.2,91.0,,,,,,,,,,,
0PFBBD9SA003,20250725,460,161820.2,98.0,92.42,,,,,,,,,,
0PFBBDA0A040,20250725,460,31023.1,98.0,97.36,,,,,,,,,,
0PFBBDA7A003,20250725,460,287316.2,97.0,91.98,,,,,,,,,,
0PFBBDA8A001,20250725,460,235636.7,98.0,89.39,,,,,,,,,,
0PFBBDACA001,20250725,460,32018.8,98.0,97.66,,,,,,,,,,
0PFBBDACA002,20250725,460,261235.8,91.0,88.72,,,,,,,,,,
0PFBBDACA003,20250725,460,283027.9,97.0,90.45,,,,,,,,,,
0PFBBDAFA011,20250725,460,329310.3,96.0,90.32,,,,,,,,,,
0PFBBDAGA004,20250725,460,253377.0,97.0,92.45,,,,,,,,,,
0PFBBDAHA001,20250725,460,183318.0,98.0,91.29,,,,,,,,,,
0PFBBDAJA014,20250725,460,180160.1,98.0,92.31,,,,,,,,,,
0PFBBDAKA008,20250725,460,125454.3,98.0,,,,,,,,,,,
0PFBBDAKA010,20250725,460,327954.6,90.0,,,,,,,,,,,
0PFBBDARA005,20250725,460,237794.3,97.0,,,,,,,,,,,
0PFBBDARA006,20250725,460,292654.4,96.0,,,,,,,,,,,
0PFBBDARA008,20250725,460,295907.3,96.0,89.14,,,,,,,,,,
0PFBBDATA005,20250725,460,224372.2,98.0,90.15,,,,,,,,,,
0PFBBDATA011,20250725,460,28667.6,100.0,,,,,,,,,,,
0PFBBDB1A008,20250725,460,342074.9,95.0,87.85,,,,,,,,,,
0PFBBDB1A019,20250725,460,270651.9,97.0,90.83,,,,,,,,,,
0PFBBDB2A005,20250725,460,226129.4,98.0,,,,,,,,,,,
0PFBBDB2A016,20250725,460,143169.5,98.0,,,,,,,,,,,
0PFBBDB3A004,20250725,460,183830.9,98.0,,,,,,,,,,,
0PFBBDB4A003,20250725,460,212826.5,98.0,,,,,,,,,,,
0PFBBDB4A006,20250725,460,158630.4,98.0,93.49,,,,,,,,,,
0PFBBDB4A010,20250725,460,210601.1,98.0,91.94,,,,,,,,,,
0PFBBDB4A025,20250725,460,247732.5,97.0,,,,,,,,,,,
0PFBBDB5A010,20250725,460,163330.5,98.0,92.77,,,,,,,,,,
0PFBBDB5A012,20250725,460,124599.7,98.0,94.49,,,,,,,,,,
0PFBBDB9A003,20250725,460,151650.2,98.0,92.77,,,,,,,,,,
0PFBBDB9A008,20250725,460,43775.5,99.0,96.39,,,,,,,,,,
0PFBBDB9A013,20250725,460,139801.0,94.0,93.2,,,,,,,,,,
0PFBBDBAA015,20250725,460,11789.9,100.0,,,,,,,,,,,
0PFBBDBBA002,20250725,460,357156.1,95.0,,,,,,,,,,,
0PFBBDBCA018,20250725,460,150398.1,98.0,,,,,,,,,,,
0PFBBDBEA026,20250725,460,84096.8,98.0,88.7,,,,,,,,,,
0PFBBDBEA031,20250725,460,210769.0,98.0,91.3,,,,,,,,,,
0PFBBDBEA040,20250725,460,125659.2,98.0,92.82,,,,,,,,,,
0PFBBDBFA001,20250725,460,87132.8,99.0,94.92,,,,,,,,,,
0PFBBDBJA013,20250725,460,233385.5,98.0,90.94,,,,,,,,,,
0PFBBDBSA057,20250725,460,109317.8,99.0,,,,,,,,,,,
0PFBBDBXA010,20250725,460,319949.6,96.0,93.91,,,,,,,,,,
0PFBBDC1A033,20250725,460,7402.1,100.0,93.41,,,,,,,,,,
0PFBBDC7A024,20250725,460,174461.9,98.0,,,,,,,,,,,
0PFBBDC7A029,20250725,460,80032.2,98.0,94.01,,,,,,,,,,
0PFBBDCBA011,20250725,460,225671.6,98.0,91.56,,,,,,,,,,
0PFBBDCCA021,20250725,460,221634.9,98.0,,,,,,,,,,,
0PFBBDCGA034,20250725,460,143666.0,98.0,,,,,,,,,,,
0PFBBDCMA013,20250725,460,332916.4,95.0,88.78,,,,,,,,,,
0PFBBDCNA020,20250725,460,272220.7,97.0,,,,,,,,,,,
0PFBBDCNA022,20250725,460,260851.1,97.0,,,,,,,,,,,
0PFBBDCNA025,20250725,460,249863.0,97.0,,,,,,,,,,,
0PFBBDCVA001,20250725,460,218129.3,98.0,,,,,,,,,,,
0PFBBDCVA010,20250725,460,130684.6,98.0,,,,,,,,,,,
0PFPBDCEA062,20250725,460,278399.6,90.0,,,,,,,,,,,
0PFPBDCEA064,20250725,460,255364.5,91.0,,,,,,,,,,,
0PFPBDCEA069,20250725,460,291514.8,90.0,90.71,,,,,,,,,,
0PFPBDCEA071,20250725,460,256322.6,97.0,89.33,,,,,,,,,,
0PFPBDCEA072,20250725,460,280833.9,91.0,90.84,,,,,,,,,,
0PFPBE13A006,20250725,460,284939.7,96.0,,,,,,,,,,,
0PFPBE19A008,20250725,460,262016.8,97.0,,,,,,,,,,,
0PFPBE2SA004,20250725,460,132383.7,98.0,,,,,,,,,,,
0PFPBE31A020,20250725,460,65368.5,99.0,,,,,,,,,,,
0PFPBE36A012,20250725,460,184056.7,98.0,,,,,,,,,,,
0PFPBE38A026,20250725,460,146109.8,98.0,,,,,,,,,,,
0PFPBE38A034,20250725,460,167355.9,98.0,90.97,,,,,,,,,,
0PFPBE3CA004,20250725,460,218176.5,98.0,92.98,,,,,,,,,,
0PFPBE3CA005,20250725,460,218291.1,98.0,91.68,,,,,,,,,,
0PFPBE4EA002,20250725,460,213234.4,98.0,92.04,,,,,,,,,,
0PFPBE72A015,20250725,460,53610.4,99.0,,,,,,,,,,,
0PFPBE73A032,20250725,460,59657.0,99.0,94.98,,,,,,,,,,
0PFPBE76A023,20250725,460,53837.0,99.0,,,,,,,,,,,
0PFBBD9CA001,20250804,460,162639.6,98.0,92.24,,,,,,,,,,
0PFBBD9HA002,20250804,460,141981.5,93.0,,,,,,,,,,,
0PFBBD9NA006,20250804,460,256387.8,91.0,164.17,,,,,,,,,,
0PFBBD9SA003,20250804,460,165720.7,98.0,,,,,,,,,,,
0PFBBDA0A040,20250804,460,34556.8,98.0,97.93,,,,,,,,,,
0PFBBDA7A003,20250804,460,291516.7,97.0,,,,,,,,,,,
0PFBBDA8A001,20250804,460,236515.8,98.0,,,,,,,,,,,
0PFBBDACA001,20250804,460,36938.5,98.0,96.18,,,,,,,,,,
0PFBBDACA002,20250804,460,269966.7,90.0,89.98,,,,,,,,,,
0PFBBDACA003,20250804,460,291892.7,96.0,,,,,,,,,,,
0PFBBDAFA011,20250804,460,338012.1,96.0,90.25,,,,,,,,,,
0PFBBDAGA004,20250804,460,253384.6,97.0,,,,,,,,,,,
0PFBBDAHA001,20250804,460,187225.7,98.0,,,,,,,,,,,
0PFBBDAJA014,20250804,460,184286.3,98.0,,,,,,,,,,,
0PFBBDAKA010,20250804,460,332510.3,90.0,,,,,,,,,,,
0PFBBDARA005,20250804,460,244450.0,97.0,,,,,,,,,,,
0PFBBDARA008,20250804,460,297985.6,96.0,,,,,,,,,,,
0PFBBDATA005,20250804,460,232346.6,97.0,90.57,,,,,,,,,,
0PFBBDATA011,20250804,460,28892.7,100.0,,,,,,,,,,,
0PFBBDB1A008,20250804,460,349470.8,95.0,86.19,,,,,,,,,,
0PFBBDB1A019,20250804,460,277212.5,96.0,86.22,,,,,,,,,,
0PFBBDB2A005,20250804,460,233125.5,97.0,90.01,,,,,,,,,,
0PFBBDB2A016,20250804,460,150173.5,98.0,,,,,,,,,,,
