battery_sn,data_date,q,dischar_sum,soh_bms,soh_v1,cal_soh_v2,is_abnormal,vol_diff,soc_diff,battery_type,soh_fit,health_level,group_size,cal_soh_v2_rank,remaining_km
0PFBBDBFA001,20260116,460,148114.0,98.0,92.49,,,,,,,,,,
0PFBBDBJA013,20260116,460,332589.5,96.0,87.88,,,,,,,,,,
0PFBBDBRA013,20260116,460,137050.3,98.0,89.88,,,,,,,,,,
0PFBBDBSA057,20260116,460,153501.5,98.0,91.84,,,,,,,,,,
0PFBBDBVA006,20260116,460,328078.0,96.0,259.07,,,,,,,,,,
0PFBBDBXA010,20260116,460,412669.1,94.0,,,,,,,,,,,
0PFBBDBXA036,20260116,460,35647.3,99.0,93.64,,,,,,,,,,
0PFBBDBYA036,20260116,460,294635.5,96.0,,,,,,,,,,,
0PFBBDC1A033,20260116,460,45455.1,99.0,92.13,,,,,,,,,,
0PFBBDC7A024,20260116,460,240817.0,97.0,89.82,,,,,,,,,,
0PFBBDC7A029,20260116,460,171399.7,98.0,89.67,,,,,,,,,,
0PFBBDCBA011,20260116,460,313261.9,96.0,90.0,,,,,,,,,,
0PFBBDCBA013,20260116,460,36401.6,99.0,,,,,,,,,,,
0PFBBDCCA021,20260116,460,333877.0,95.0,88.37,,,,,,,,,,
0PFBBDCHA037,20260116,460,163457.7,92.0,,,,,,,,,,,
0PFBBDCJA008,20260116,460,151915.9,98.0,,,,,,,,,,,
0PFBBDCKA034,20260116,460,135573.3,98.0,,,,,,,,,,,
0PFBBDCMA013,20260116,460,452883.8,93.0,86.16,,,,,,,,,,
0PFBBDCNA002,20260116,460,340194.9,95.0,,,,,,,,,,,
0PFBBDCNA020,20260116,460,339385.3,95.0,87.17,,,,,,,,,,
0PFBBDCNA022,20260116,460,346489.8,95.0,87.89,91.98,0.0,14.0,-0.64,lhp284,92.77,B级良好,85.0,,678290.51
0PFBBDCNA025,20260116,460,316690.3,96.0,,,,,,,,,,,
0PFBBDCNA038,20260116,460,321233.9,96.0,87.35,,,,,,,,,,
0PFBBDCTA023,20260116,460,36672.8,99.0,,,,,,,,,,,
0PFBBDCVA001,20260116,460,312530.0,96.0,,,,,,,,,,,
0PFBBDCVA010,20260116,460,199816.7,98.0,,,,,,,,,,,
0PFPBDCEA062,20260116,460,385591.5,89.0,87.87,,,,,,,,,,
0PFPBDCEA064,20260116,460,335532.4,90.0,,,,,,,,,,,
0PFPBDCEA069,20260116,460,329748.6,90.0,,,,,,,,,,,
0PFPBDCEA071,20260116,460,366799.5,95.0,,,,,,,,,,,
0PFPBDCEA072,20260116,460,363622.0,90.0,,,,,,,,,,,
0PFPBE13A006,20260116,460,361435.7,95.0,,,,,,,,,,,
0PFPBE19A008,20260116,460,340805.3,95.0,87.4,,,,,,,,,,
0PFPBE2SA004,20260116,460,200147.5,98.0,89.34,,,,,,,,,,
0PFPBE31A020,20260116,460,109147.2,98.0,,,,,,,,,,,
0PFPBE36A012,20260116,460,290085.1,96.0,88.45,,,,,,,,,,
0PFPBE38A026,20260116,460,247959.7,97.0,87.5,,,,,,,,,,
0PFPBE38A034,20260116,460,268333.9,97.0,89.09,,,,,,,,,,
0PFPBE3CA002,20260116,460,237038.6,98.0,88.66,,,,,,,,,,
0PFPBE3CA004,20260116,460,323536.8,96.0,,,,,,,,,,,
0PFPBE3CA005,20260116,460,332176.5,95.0,86.93,,,,,,,,,,
0PFPBE72A015,20260116,460,107781.9,98.0,92.95,,,,,,,,,,
0PFPBE73A032,20260116,460,96173.6,98.0,,,,,,,,,,,
0PFPBE76A023,20260116,460,87218.6,98.0,,,,,,,,,,,
0PFBBD9CA001,20260114,460,259317.7,98.0,,,,,,,,,,,
0PFBBD9HA002,20260114,460,179048.7,92.0,,,,,,,,,,,
0PFBBD9MA002,20260114,460,206786.5,98.0,142.54,,,,,,,,,,
0PFBBD9NA006,20260114,460,300858.6,90.0,,,,,,,,,,,
0PFBBD9SA003,20260114,460,239801.0,98.0,,,,,,,,,,,
0PFBBDA0A040,20260114,460,110751.9,95.0,,,,,,,,,,,
0PFBBDA7A003,20260114,460,343712.7,96.0,93.96,,,,,,,,,,
0PFBBDA8A001,20260114,460,268769.9,97.0,,,,,,,,,,,
0PFBBDACA002,20260114,460,347636.9,90.0,88.53,,,,,,,,,,
0PFBBDACA003,20260114,460,374570.3,95.0,,,,,,,,,,,
0PFBBDAFA011,20260114,460,420607.7,94.0,,,,,,,,,,,
0PFBBDAGA004,20260114,460,323665.6,96.0,89.51,,,,,,,,,,
0PFBBDAHA001,20260114,460,256782.9,97.0,90.49,,,,,,,,,,
0PFBBDAJA014,20260114,460,275582.2,97.0,,,,,,,,,,,
0PFBBDAKA010,20260114,460,400242.3,88.0,,,,,,,,,,,
0PFBBDARA005,20260114,460,343037.8,95.0,86.57,,,,,,,,,,
0PFBBDARA006,20260114,460,308315.3,96.0,,,,,,,,,,,
0PFBBDARA008,20260114,460,314697.0,96.0,,,,,,,,,,,
0PFBBDB1A008,20260114,460,471366.8,93.0,96.88,,,,,,,,,,
0PFBBDB1A019,20260114,460,371207.7,95.0,109.47,,,,,,,,,,
0PFBBDB2A005,20260114,460,330561.6,95.0,88.13,92.59,0.0,13.0,0.26,lhp284,91.83,B级良好,85.0,,719817.48
0PFBBDB2A016,20260114,460,251011.8,97.0,89.5,,,,,,,,,,
0PFBBDB3A004,20260114,460,283991.8,97.0,,,,,,,,,,,
0PFBBDB4A003,20260114,460,300432.8,97.0,89.46,,,,,,,,,,
0PFBBDB4A006,20260114,460,263232.2,98.0,,,,,,,,,,,
0PFBBDB4A010,20260114,460,318308.8,97.0,89.49,,,,,,,,,,
0PFBBDB4A025,20260114,460,327237.8,95.0,245.14,,,,,,,,,,
0PFBBDB5A010,20260114,460,242167.8,98.0,,,,,,,,,,,
0PFBBDB5A012,20260114,460,180306.3,98.0,,,,,,,,,,,
0PFBBDB9A003,20260114,460,253329.8,98.0,90.72,,,,,,,,,,
0PFBBDB9A008,20260114,460,88563.4,98.0,91.9,,,,,,,,,,
0PFBBDB9A013,20260114,460,185510.7,98.0,86.97,,,,,,,,,,
0PFBBDBAA015,20260114,460,42832.0,99.0,79.28,,,,,,,,,,
0PFBBDBBA002,20260114,460,410707.4,94.0,86.1,,,,,,,,,,
0PFBBDBEA026,20260114,460,156509.8,98.0,91.96,,,,,,,,,,
0PFBBDBEA031,20260114,460,285702.4,96.0,89.9,,,,,,,,,,
0PFBBDBEA040,20260114,460,154385.7,98.0,89.35,,,,,,,,,,
0PFBBDBFA001,20260114,460,147107.2,98.0,91.53,,,,,,,,,,
0PFBBDBJA013,20260114,460,331189.4,96.0,88.07,,,,,,,,,,
0PFBBDBRA013,20260114,460,136550.7,98.0,91.2,,,,,,,,,,
0PFBBDBSA057,20260114,460,152710.7,98.0,91.42,,,,,,,,,,
0PFBBDBVA006,20260114,460,326996.0,96.0,82.91,,,,,,,,,,
0PFBBDBXA010,20260114,460,412663.6,94.0,,,,,,,,,,,
0PFBBDBXA036,20260114,460,34972.1,100.0,96.58,,,,,,,,,,
0PFBBDBYA036,20260114,460,294372.5,96.0,,,,,,,,,,,
0PFBBDC1A033,20260114,460,44805.0,99.0,95.89,95.11,0.0,22.0,-3.83,lhp284,94.92,A级优秀,85.0,,164337.36
0PFBBDC7A024,20260114,460,239962.1,97.0,89.3,,,,,,,,,,
0PFBBDC7A029,20260114,460,170027.5,98.0,89.1,,,,,,,,,,
0PFBBDCBA011,20260114,460,312593.8,96.0,,,,,,,,,,,
0PFBBDCBA013,20260114,460,35852.3,99.0,95.06,,,,,,,,,,
0PFBBDCCA021,20260114,460,331913.5,95.0,88.11,,,,,,,,,,
0PFBBDCHA037,20260114,460,163353.3,92.0,89.87,,,,,,,,,,
0PFBBDCJA008,20260114,460,151393.6,98.0,,,,,,,,,,,
0PFBBDCKA034,20260114,460,135111.3,98.0,91.79,,,,,,,,,,
0PFBBDCMA013,20260114,460,451225.5,93.0,,,,,,,,,,,
0PFBBDCNA002,20260114,460,339598.9,95.0,87.77,,,,,,,,,,
0PFBBDCNA020,20260114,460,338699.3,95.0,85.35,,,,,,,,,,
0PFBBDCNA022,20260114,460,345541.6,95.0,85.52,,,,,,,,,,
0PFBBDCNA025,20260114,460,316556.1,96.0,86.95,,,,,,,,,,
0PFBBDCNA038,20260114,460,320110.4,96.0,81.45,,,,,,,,,,
0PFBBDCTA023,20260114,460,36672.8,99.0,,,,,,,,,,,
0PFBBDCVA001,20260114,460,311411.8,96.0,88.51,,,,,,,,,,
0PFBBDCVA010,20260114,460,199811.1,98.0,,,,,,,,,,,
0PFPBDCEA062,20260114,460,384186.1,89.0,88.3,,,,,,,,,,
0PFPBDCEA064,20260114,460,335322.5,90.0,80.66,,,,,,,,,,
0PFPBDCEA069,20260114,460,329624.3,90.0,88.67,,,,,,,,,,
0PFPBDCEA071,20260114,460,366335.8,95.0,,,,,,,,,,,
0PFPBDCEA072,20260114,460,362876.5,90.0,,,,,,,,,,,
0PFPBE13A006,20260114,460,360915.4,95.0,88.19,,,,,,,,,,
0PFPBE19A008,20260114,460,339827.1,95.0,89.98,,,,,,,,,,
0PFPBE2SA004,20260114,460,199139.6,98.0,89.53,,,,,,,,,,
0PFPBE31A020,20260114,460,109106.8,98.0,90.05,,,,,,,,,,
0PFPBE36A012,20260114,460,288542.8,96.0,88.05,,,,,,,,,,
0PFPBE38A026,20260114,460,246720.9,97.0,89.6,,,,,,,,,,
0PFPBE38A034,20260114,460,266439.8,97.0,88.62,,,,,,,,,,
0PFPBE3CA002,20260114,460,235748.5,98.0,90.63,,,,,,,,,,
0PFPBE3CA004,20260114,460,322242.7,96.0,,,,,,,,,,,
0PFPBE3CA005,20260114,460,330607.4,95.0,,,,,,,,,,,
0PFPBE72A015,20260114,460,106898.7,98.0,92.24,,,,,,,,,,
0PFPBE73A032,20260114,460,95905.6,98.0,,,,,,,,,,,
0PFPBE76A023,20260114,460,86859.6,98.0,91.34,,,,,,,,,,
0PFBBD9CA001,20260113,460,259317.7,98.0,,,,,,,,,,,
0PFBBD9HA002,20260113,460,179048.7,92.0,,,,,,,,,,,
0PFBBD9MA002,20260113,460,206698.7,98.0,87.84,,,,,,,,,,
0PFBBD9NA006,20260113,460,300407.2,90.0,89.84,,,,,,,,,,
0PFBBD9SA003,20260113,460,239158.0,98.0,88.65,,,,,,,,,,
0PFBBDA0A040,20260113,460,110121.9,95.0,,,,,,,,,,,
0PFBBDA7A003,20260113,460,342953.6,96.0,88.72,,,,,,,,,,
0PFBBDA8A001,20260113,460,268439.2,97.0,91.72,,,,,,,,,,
0PFBBDACA002,20260113,460,346881.6,90.0,88.62,,,,,,,,,,
0PFBBDACA003,20260113,460,374070.8,95.0,,,,,,,,,,,
0PFBBDAFA011,20260113,460,420403.1,94.0,,,,,,,,,,,
0PFBBDAGA004,20260113,460,322810.6,96.0,88.4,,,,,,,,,,
0PFBBDAHA001,20260113,460,256060.6,97.0,87.25,,,,,,,,,,
0PFBBDAJA014,20260113,460,275582.2,97.0,86.9,,,,,,,,,,
0PFBBDAKA010,20260113,460,400242.3,88.0,,,,,,,,,,,
0PFBBDARA005,20260113,460,342253.7,95.0,84.24,,,,,,,,,,
0PFBBDARA006,20260113,460,308312.9,96.0,,,,,,,,,,,
0PFBBDARA008,20260113,460,314695.8,96.0,87.83,,,,,,,,,,
0PFBBDB1A008,20260113,460,471106.4,93.0,85.67,,,,,,,,,,
0PFBBDB1A019,20260113,460,371207.7,95.0,87.95,,,,,,,,,,
0PFBBDB2A005,20260113,460,330138.0,95.0,,,,,,,,,,,
0PFBBDB2A016,20260113,460,250063.0,97.0,,,,,,,,,,,
0PFBBDB3A004,20260113,460,283107.4,97.0,,,,,,,,,,,
0PFBBDB4A003,20260113,460,299905.0,97.0,86.47,,,,,,,,,,
0PFBBDB4A006,20260113,460,263232.2,98.0,88.35,,,,,,,,,,
0PFBBDB4A010,20260113,460,317773.7,97.0,90.59,,,,,,,,,,
0PFBBDB4A025,20260113,460,326744.3,95.0,89.31,,,,,,,,,,
0PFBBDB5A010,20260113,460,241678.7,98.0,87.0,,,,,,,,,,
0PFBBDB5A012,20260113,460,180306.3,98.0,,,,,,,,,,,
0PFBBDB9A003,20260113,460,252726.9,98.0,90.69,,,,,,,,,,
0PFBBDB9A008,20260113,460,88313.8,98.0,91.87,,,,,,,,,,
0PFBBDB9A013,20260113,460,185062.8,98.0,90.41,,,,,,,,,,
0PFBBDBAA015,20260113,460,42425.0,99.0,,,,,,,,,,,
0PFBBDBBA002,20260113,460,410243.0,94.0,87.01,,,,,,,,,,
0PFBBDBEA026,20260113,460,155583.2,98.0,91.89,,,,,,,,,,
0PFBBDBEA031,20260113,460,284949.7,96.0,,,,,,,,,,,
0PFBBDBEA040,20260113,460,153997.5,98.0,,,,,,,,,,,
0PFBBDBFA001,20260113,460,146741.5,98.0,89.08,,,,,,,,,,
0PFBBDBJA013,20260113,460,330657.2,96.0,,,,,,,,,,,
0PFBBDBRA013,20260113,460,136007.1,98.0,90.56,,,,,,,,,,
0PFBBDBSA057,20260113,460,152296.5,98.0,91.75,,,,,,,,,,
0PFBBDBVA006,20260113,460,326654.6,96.0,,,,,,,,,,,
0PFBBDBXA010,20260113,460,412648.8,94.0,,,,,,,,,,,
0PFBBDBXA036,20260113,460,34670.4,100.0,96.2,98.03,0.0,19.0,-1.28,lhp284,98.97,A级优秀,85.0,,352360.88
0PFBBDBYA036,20260113,460,294371.5,96.0,,,,,,,,,,,
0PFBBDC1A033,20260113,460,44805.0,99.0,94.67,,,,,,,,,,
0PFBBDC7A024,20260113,460,239541.1,97.0,88.24,,,,,,,,,,
0PFBBDC7A029,20260113,460,169288.0,98.0,88.69,,,,,,,,,,
0PFBBDCBA011,20260113,460,312561.5,96.0,89.72,,,,,,,,,,
0PFBBDCBA013,20260113,460,35588.3,100.0,,,,,,,,,,,
0PFBBDCCA021,20260113,460,331913.5,95.0,89.69,,,,,,,,,,
0PFBBDCHA037,20260113,460,163119.5,92.0,87.9,,,,,,,,,,
0PFBBDCJA008,20260113,460,151197.1,98.0,,,,,,,,,,,
0PFBBDCKA034,20260113,460,134651.9,98.0,89.92,,,,,,,,,,
0PFBBDCMA013,20260113,460,450443.0,93.0,86.06,,,,,,,,,,
0PFBBDCNA002,20260113,460,339250.7,95.0,85.68,,,,,,,,,,
0PFBBDCNA020,20260113,460,338699.3,95.0,,,,,,,,,,,
0PFBBDCNA022,20260113,460,345310.3,95.0,88.55,,,,,,,,,,
0PFBBDCNA025,20260113,460,316257.4,96.0,,,,,,,,,,,
0PFBBDCNA038,20260113,460,319774.8,96.0,,,,,,,,,,,
0PFBBDCTA023,20260113,460,36672.8,99.0,,,,,,,,,,,
0PFBBDCVA001,20260113,460,310792.8,96.0,,,,,,,,,,,
0PFBBDCVA010,20260113,460,199667.3,98.0,89.74,,,,,,,,,,
0PFPBDCEA062,20260113,460,383633.6,89.0,88.18,88.85,0.0,18.0,-2.63,lhp284,89.36,B级良好,85.0,,463260.3
0PFPBDCEA064,20260113,460,334808.0,90.0,85.89,,,,,,,,,,
0PFPBDCEA069,20260113,460,329130.0,90.0,,,,,,,,,,,
0PFPBDCEA071,20260113,460,365739.7,95.0,,,,,,,,,,,
0PFPBDCEA072,20260113,460,362752.1,90.0,,,,,,,,,,,
0PFPBE13A006,20260113,460,360423.3,95.0,88.41,,,,,,,,,,
0PFPBE19A008,20260113,460,339260.1,95.0,87.06,,,,,,,,,,
0PFPBE2SA004,20260113,460,198566.1,98.0,88.67,,,,,,,,,,
0PFPBE31A020,20260113,460,108642.6,98.0,89.12,,,,,,,,,,
0PFPBE36A012,20260113,460,287551.3,96.0,86.62,,,,,,,,,,
0PFPBE38A026,20260113,460,246333.2,97.0,90.02,,,,,,,,,,
0PFPBE38A034,20260113,460,265453.2,97.0,88.66,,,,,,,,,,
0PFPBE3CA002,20260113,460,235042.7,98.0,86.74,,,,,,,,,,
0PFPBE3CA004,20260113,460,322242.7,96.0,,,,,,,,,,,
0PFPBE3CA005,20260113,460,330607.4,95.0,,,,,,,,,,,
0PFPBE72A015,20260113,460,106491.1,98.0,92.39,,,,,,,,,,
0PFPBE73A032,20260113,460,95719.8,98.0,,,,,,,,,,,
0PFPBE76A023,20260113,460,86606.9,98.0,,,,,,,,,,,
0PFBBD9CA001,20260117,460,263177.3,97.0,91.45,,,,,,,,,,
0PFBBD9HA002,20260117,460,179066.3,92.0,,,,,,,,,,,
0PFBBD9MA002,20260117,460,207177.8,98.0,,,,,,,,,,,
0PFBBD9NA006,20260117,460,301640.3,90.0,99.27,,,,,,,,,,
0PFBBD9SA003,20260117,460,242212.9,98.0,90.87,,,,,,,,,,
0PFBBDA0A040,20260117,460,113088.3,95.0,89.44,,,,,,,,,,
0PFBBDA7A003,20260117,460,344617.8,96.0,,,,,,,,,,,
0PFBBDA8A001,20260117,460,269974.8,97.0,90.34,,,,,,,,,,
0PFBBDACA002,20260117,460,348370.5,90.0,,,,,,,,,,,
0PFBBDACA003,20260117,460,375332.3,95.0,,,,,,,,,,,
0PFBBDAFA011,20260117,460,420974.3,94.0,,,,,,,,,,,
0PFBBDAGA004,20260117,460,325258.2,96.0,90.84,,,,,,,,,,
0PFBBDAHA001,20260117,460,258186.0,97.0,,,,,,,,,,,
0PFBBDAJA014,20260117,460,276543.1,97.0,90.17,,,,,,,,,,
0PFBBDAKA010,20260117,460,401084.9,88.0,86.33,,,,,,,,,,
0PFBBDARA005,20260117,460,345003.9,95.0,85.4,,,,,,,,,,
0PFBBDARA006,20260117,460,308900.8,96.0,,,,,,,,,,,
0PFBBDARA008,20260117,460,315313.5,96.0,,,,,,,,,,,
0PFBBDB1A008,20260117,460,473586.8,93.0,85.04,,,,,,,,,,
0PFBBDB1A019,20260117,460,373080.8,94.0,137.15,,,,,,,,,,
0PFBBDB2A005,20260117,460,332620.0,95.0,91.12,,,,,,,,,,
0PFBBDB2A016,20260117,460,252779.7,97.0,88.75,,,,,,,,,,
0PFBBDB3A004,20260117,460,286645.4,97.0,90.34,,,,,,,,,,
0PFBBDB4A003,20260117,460,302125.7,97.0,88.34,,,,,,,,,,
0PFBBDB4A006,20260117,460,264658.9,98.0,90.45,,,,,,,,,,
0PFBBDB4A010,20260117,460,320627.5,97.0,88.43,,,,,,,,,,
0PFBBDB4A025,20260117,460,327750.1,95.0,,,,,,,,,,,
0PFBBDB5A010,20260117,460,243037.3,98.0,89.67,,,,,,,,,,
0PFBBDB5A012,20260117,460,180791.5,98.0,,,,,,,,,,,
0PFBBDB9A003,20260117,460,255558.1,98.0,91.05,,,,,,,,,,
0PFBBDB9A008,20260117,460,89825.6,98.0,93.24,,,,,,,,,,
0PFBBDB9A013,20260117,460,185854.9,98.0,,,,,,,,,,,
0PFBBDBAA015,20260117,460,43172.7,99.0,,,,,,,,,,,
0PFBBDBBA002,20260117,460,411622.7,94.0,86.59,,,,,,,,,,
0PFBBDBEA026,20260117,460,158478.3,98.0,,,,,,,,,,,
0PFBBDBEA031,20260117,460,287418.3,96.0,86.28,,,,,,,,,,
0PFBBDBEA040,20260117,460,155740.4,98.0,90.8,,,,,,,,,,
0PFBBDBFA001,20260117,460,148693.2,98.0,91.81,,,,,,,,,,
0PFBBDBJA013,20260117,460,333465.4,96.0,88.12,,,,,,,,,,
0PFBBDBRA013,20260117,460,137923.1,98.0,91.82,,,,,,,,,,
0PFBBDBSA057,20260117,460,154209.3,98.0,94.87,,,,,,,,,,
0PFBBDBVA006,20260117,460,328727.5,95.0,86.12,,,,,,,,,,
0PFBBDBXA010,20260117,460,412669.1,94.0,,,,,,,,,,,
0PFBBDBXA036,20260117,460,36303.7,99.0,96.06,,,,,,,,,,
0PFBBDBYA036,20260117,460,294983.4,96.0,,,,,,,,,,,
0PFBBDC1A033,20260117,460,45676.4,99.0,93.64,95.19,0.0,21.0,-1.83,lhp284,94.89,A级优秀,85.0,,170862.57
0PFBBDC7A024,20260117,460,241254.5,97.0,90.41,,,,,,,,,,
0PFBBDC7A029,20260117,460,172080.8,98.0,87.27,,,,,,,,,,
0PFBBDCBA011,20260117,460,313889.2,96.0,87.78,,,,,,,,,,
0PFBBDCBA013,20260117,460,36771.1,99.0,,,,,,,,,,,
0PFBBDCCA021,20260117,460,334426.7,95.0,86.57,,,,,,,,,,
0PFBBDCHA037,20260117,460,163561.2,92.0,,,,,,,,,,,
0PFBBDCJA008,20260117,460,152996.7,98.0,92.42,,,,,,,,,,
0PFBBDCKA034,20260117,460,135917.1,98.0,,,,,,,,,,,
0PFBBDCMA013,20260117,460,453638.7,93.0,85.85,,,,,,,,,,
0PFBBDCNA002,20260117,460,341323.9,95.0,86.37,,,,,,,,,,
0PFBBDCNA020,20260117,460,339853.8,95.0,85.37,,,,,,,,,,
0PFBBDCNA022,20260117,460,347014.4,95.0,86.06,,,,,,,,,,
0PFBBDCNA025,20260117,460,316690.3,96.0,,,,,,,,,,,
0PFBBDCNA038,20260117,460,321791.6,96.0,82.54,,,,,,,,,,
0PFBBDCTA023,20260117,460,36672.8,99.0,,,,,,,,,,,
0PFBBDCVA001,20260117,460,313130.1,96.0,85.29,,,,,,,,,,
0PFBBDCVA010,20260117,460,199816.7,98.0,,,,,,,,,,,
0PFPBDCEA062,20260117,460,386116.6,89.0,84.25,,,,,,,,,,
0PFPBDCEA064,20260117,460,336185.4,90.0,83.88,,,,,,,,,,
0PFPBDCEA069,20260117,460,329876.7,90.0,,,,,,,,,,,
0PFPBDCEA071,20260117,460,367544.9,95.0,83.47,,,,,,,,,,
0PFPBDCEA072,20260117,460,364118.9,90.0,88.58,,,,,,,,,,
0PFPBE13A006,20260117,460,361591.6,95.0,84.98,,,,,,,,,,
0PFPBE19A008,20260117,460,341813.2,95.0,,,,,,,,,,,
0PFPBE2SA004,20260117,460,200701.1,98.0,88.71,,,,,,,,,,
0PFPBE31A020,20260117,460,109383.4,98.0,92.14,,,,,,,,,,
0PFPBE36A012,20260117,460,290692.5,96.0,87.06,,,,,,,,,,
0PFPBE38A026,20260117,460,248872.3,97.0,89.55,,,,,,,,,,
0PFPBE38A034,20260117,460,268941.7,97.0,87.76,,,,,,,,,,
0PFPBE3CA002,20260117,460,237038.6,98.0,89.87,,,,,,,,,,
0PFPBE3CA004,20260117,460,324519.7,96.0,90.18,,,,,,,,,,
0PFPBE3CA005,20260117,460,333230.7,95.0,85.76,,,,,,,,,,
0PFPBE72A015,20260117,460,108108.9,98.0,,,,,,,,,,,
0PFPBE73A032,20260117,460,96466.0,98.0,,,,,,,,,,,
0PFPBE76A023,20260117,460,87346.4,98.0,,,,,,,,,,,
0PFPBE9TA002,20260115,460,167614.2,98.0,,,,,,,,,,,
0PFPBE9TA002,20260116,460,167848.5,98.0,,,,,,,,,,,
0PFBBD9CA001,20260111,460,258746.3,98.0,,,,,,,,,,,
0PFBBD9HA002,20260111,460,179048.7,92.0,86.57,,,,,,,,,,
0PFBBD9MA002,20260111,460,206429.7,98.0,,,,,,,,,,,
0PFBBD9NA006,20260111,460,299299.5,90.0,,,,,,,,,,,
0PFBBD9SA003,20260111,460,236737.3,98.0,89.21,,,,,,,,,,
0PFBBDA0A040,20260111,460,108598.7,95.0,,,,,,,,,,,
0PFBBDA7A003,20260111,460,342184.6,96.0,90.01,,,,,,,,,,
0PFBBDA8A001,20260111,460,266780.6,98.0,88.87,,,,,,,,,,
0PFBBDACA002,20260111,460,345109.4,90.0,86.91,,,,,,,,,,
0PFBBDACA003,20260111,460,373347.7,95.0,86.7,,,,,,,,,,
0PFBBDAFA011,20260111,460,419972.0,94.0,85.75,,,,,,,,,,
0PFBBDAGA004,20260111,460,321379.1,96.0,87.98,,,,,,,,,,
0PFBBDAHA001,20260111,460,255134.0,97.0,90.45,,,,,,,,,,
0PFBBDAJA014,20260111,460,274939.1,97.0,89.76,,,,,,,,,,
0PFBBDAKA010,20260111,460,400239.1,88.0,88.09,,,,,,,,,,
0PFBBDARA005,20260111,460,341418.0,95.0,,,,,,,,,,,
0PFBBDARA006,20260111,460,307809.5,96.0,88.8,,,,,,,,,,
0PFBBDARA008,20260111,460,314117.6,96.0,,,,,,,,,,,
0PFBBDB1A008,20260111,460,469316.3,93.0,84.9,,,,,,,,,,
0PFBBDB1A019,20260111,460,370354.0,95.0,87.78,,,,,,,,,,
0PFBBDB2A005,20260111,460,329256.8,95.0,,,,,,,,,,,
0PFBBDB2A016,20260111,460,248455.4,97.0,87.79,,,,,,,,,,
0PFBBDB3A004,20260111,460,281877.4,97.0,,,,,,,,,,,
0PFBBDB4A003,20260111,460,298268.2,97.0,87.65,,,,,,,,,,
0PFBBDB4A006,20260111,460,262524.1,98.0,88.47,,,,,,,,,,
0PFBBDB4A010,20260111,460,316195.2,97.0,87.23,,,,,,,,,,
0PFBBDB4A025,20260111,460,325678.5,96.0,88.81,,,,,,,,,,
0PFBBDB5A010,20260111,460,240640.2,98.0,90.21,,,,,,,,,,
0PFBBDB5A012,20260111,460,180306.3,98.0,,,,,,,,,,,
0PFBBDB9A003,20260111,460,251266.8,98.0,90.98,,,,,,,,,,
0PFBBDB9A008,20260111,460,87416.6,98.0,91.5,,,,,,,,,,
0PFBBDB9A013,20260111,460,184064.7,98.0,88.25,,,,,,,,,,
0PFBBDBAA015,20260111,460,41742.4,99.0,,,,,,,,,,,
0PFBBDBBA002,20260111,460,409419.5,94.0,,,,,,,,,,,
0PFBBDBEA026,20260111,460,154170.6,98.0,91.99,,,,,,,,,,
0PFBBDBEA031,20260111,460,283864.1,96.0,90.93,,,,,,,,,,
0PFBBDBEA040,20260111,460,153330.5,98.0,92.94,,,,,,,,,,
0PFBBDBFA001,20260111,460,146217.2,98.0,90.79,,,,,,,,,,
0PFBBDBJA013,20260111,460,328763.3,96.0,88.19,,,,,,,,,,
0PFBBDBRA013,20260111,460,134836.8,98.0,89.45,,,,,,,,,,
0PFBBDBSA057,20260111,460,151560.0,98.0,90.86,,,,,,,,,,
0PFBBDBVA006,20260111,460,325998.5,96.0,86.28,,,,,,,,,,
0PFBBDBXA010,20260111,460,412586.6,94.0,,,,,,,,,,,
0PFBBDBXA036,20260111,460,33718.5,100.0,93.94,,,,,,,,,,
0PFBBDBYA036,20260111,460,293721.8,96.0,87.54,,,,,,,,,,
0PFBBDC1A033,20260111,460,44149.6,99.0,,,,,,,,,,,
0PFBBDC7A024,20260111,460,238633.4,97.0,89.78,,,,,,,,,,
0PFBBDC7A029,20260111,460,167931.6,98.0,,,,,,,,,,,
0PFBBDCBA011,20260111,460,312053.7,96.0,,,,,,,,,,,
0PFBBDCBA013,20260111,460,35012.1,100.0,91.6,,,,,,,,,,
0PFBBDCCA021,20260111,460,330851.7,95.0,92.51,,,,,,,,,,
0PFBBDCHA037,20260111,460,162523.5,92.0,,,,,,,,,,,
0PFBBDCJA008,20260111,460,150243.1,98.0,91.35,94.56,0.0,15.0,-0.48,lhp284,94.56,B级良好,85.0,,484502.43
0PFBBDCKA034,20260111,460,133808.3,98.0,90.51,,,,,,,,,,
0PFBBDCMA013,20260111,460,449115.7,93.0,85.64,,,,,,,,,,
0PFBBDCNA002,20260111,460,336783.1,95.0,87.37,,,,,,,,,,
0PFBBDCNA020,20260111,460,337356.8,95.0,87.39,,,,,,,,,,
0PFBBDCNA022,20260111,460,341840.4,95.0,90.06,,,,,,,,,,
0PFBBDCNA025,20260111,460,315850.4,96.0,87.0,,,,,,,,,,
0PFBBDCNA038,20260111,460,319141.7,96.0,82.45,,,,,,,,,,
0PFBBDCTA023,20260111,460,36672.8,99.0,,,,,,,,,,,
0PFBBDCVA001,20260111,460,309146.2,96.0,86.99,,,,,,,,,,
0PFBBDCVA010,20260111,460,198693.6,98.0,88.39,,,,,,,,,,
